id,handle,title,productType,tags,url,metaDescription,description,amazon,アフィリエイトリンク,rakuten,yodobashi,bic,aliexpress,aliexpressTitle,aliexpressConfidence,aliexpressScore,aliexpressMatchReasons,製品型番,商品重量,サイズ,製品サイズ,商品の寸法,対応機種,USBポートの総数,ポート数,容量mAh,入力,出力,合計出力,ワット数,入力電圧,ケーブル長,その他機能,otherSpecs,imageCount,firstImage
9473211040024,nexode-10000mah-fast-mobile-battery-30w,UGREEN Nexode 10000mAh 2way 急速充電モバイルバッテリー 30W グレー/白,,,https://ugreen.jp/products/nexode-10000mah-fast-mobile-battery-30w,いつ、いかなる時でも”アグレッシブに” 対応USB-Cポートを2つ搭載し、最大100Wの高出力仕様。MacBook Proなどノートパソコンにも急速充電できます。また、大容量20000mAhのバッテリーを内蔵。,いつ、いかなる時でも”アグレッシブに” / / 対応USB-Cポートを2つ搭載し、最大100Wの高出力仕様。MacBook Proなどノートパソコンにも急速充電できます。また、大容量20000mAhのバッテリーを内蔵。,https://www.amazon.co.jp/dp/B0CDWGCMCP,https://amzn.to/3RDEXXE,https://www.rakuten.ne.jp/gold/ugreen-gear/,https://www.yodobashi.com/product/100000001008431787/,https://www.biccamera.com/bc/item/12819039/,,,low,,,25185(グレー)、25189（しろ）,約188g,,約131.8×66×16.5mm,,,,2ポート(USB-C×1、USB-A×1),,,,,,,,,USB-C 入力: 5.0V=3.0A/9.0V=3.0A/12.0V=2.5A/15.0V=2.0A | USB-C 出力: 5.0V=3.0A/9.0V=3.0A/12.0V=2.5A/15.0V=2.0A | USB-A 出力: 10.0V=2.25A/5.0V=3.0A/9.0V=2.0A/12.0V=1.5A / 合計出力：5.0V=4.0A Max,,
9444124557592,nexode-100w-gan-fast-charger,UGREEN Nexode 100W GaN 急速充電器 白,,,https://ugreen.jp/products/nexode-100w-gan-fast-charger,100～240Vの電圧に対応、海外でも使える折りたたみ式！USB-C×3とUSB-A×1の4ポート搭載、ノートブック2台とスマホ2台の同時充電も可能です。最大100WでMacBookPro14インチも30分で55%まで回復。,100～240Vの電圧に対応、海外でも使える折りたたみ式！USB-C×3とUSB-A×1の4ポート搭載、ノートブック2台とスマホ2台の同時充電も可能です。最大100WでMacBookPro14インチも30分で55%まで回復。,https://www.yodobashi.com/product/100000001008134849/,,https://www.rakuten.ne.jp/gold/ugreen-gear/,https://www.yodobashi.com/product/100000001008134849/,https://www.biccamera.com/bc/item/12279898/,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVYQRG5UwTQ192R3yU4x2SXukl4OABDz99UADm9M2mX8XuEnSyglpAF8WgIxR3vdJ1H7G1cTHTsZOjWZc2iRxQiiEVjohTZQUdOQiVyi7iDz6OSWJQywcxyqBvzLAxdsnyPwovwiKLXP67OXCEQMmT8nWRHBm2sLvUq56JbnS8XHQouyLVIi4ryDH63lRMljZSu1JMqPxDMMrYQPKeXQ5CIenOnUbR0IEJt2SYLmZCGMk6A2UmuIpk9JgTFKCdrM5fl8RNnt9f3PCkSfHfeQQI0CeEcdb0F7JsQ66QCTQkXxuuNH7aIdykAifvzFaN6OW0ABka8lYTHqRWTTxOWzr3Iit9t0SqT7uYVXsL9YTUyA38eT3bYM22VpDFDEgpnseALsCa9KEn7JAH8JXSKkyQng0qFZaTgAVqOgjfRrbVYN4kaOxjBJLqxRCDHLsDIDvA9oP0fLiEkFYHk0QBckG1S3g4qYqe3hb6iep0tskSiUVmbT4jf6dApjoguTKXjV1y27WyRtywL5TbKuxzSwQfbpuWVVfDJwMT75PJSrp7ENdUlRNUiZAjobwEREcbWU2uxZvS1Wt8dhul3yU4U1c5zqNwqDreX5rNcLjLf1JeChQbMpg3IP9WD8tQRePc7J2ZAxWjLXyHUpgRyIE9HV2lxTHA0IWwMgH6RPe0YEF35737uEZx7Eb,"Ugreen-電話用の高速充電器,iphone 15, 14, 13,pd 3.0,ipad pro,samsung,xiaomi,1m, 100w,30w",medium,55,cat:charger | W:100,40737,224g,,6.9×6.9×3.3 cm,,"タブレット, 携帯電話, ゲーム機, ノートパソコン",USB-C ×3 + USB-A×1,,,,,,,,,,出力パワー: 100W,,
9473135837464,nexode-20000mah-2way-charger-100w,UGREEN Nexode 20000mAh 2way急速充電モバイルバッテリー 100W USB-C to USB-Cケーブル付き,,,https://ugreen.jp/products/nexode-20000mah-2way-charger-100w,強く、たくましく、使いやすく PD対応USB-Cポートを2つ搭載。最大100Wの高出力仕様でノートPCにも急速充電できます。 大容量20000mAhのバッテリーや、過電圧・電子回路のショート防止などの保護システムも内蔵。高性能かつ安全面に優れた1台です。,強く、たくましく、使いやすく / / PD対応USB-Cポートを2つ搭載。最大100Wの高出力仕様でノートPCにも急速充電できます。 大容量20000mAhのバッテリーや、過電圧・電子回路のショート防止などの保護システムも内蔵。高性能かつ安全面に優れた1台です。,https://www.amazon.co.jp/dp/B0C3GTMX5M,https://amzn.to/4vnPPYk,https://item.rakuten.co.jp/ugreen-gear/25188/,https://www.yodobashi.com/product/100000001008431788/,https://www.biccamera.com/bc/item/12819040/,,,low,,,25188,約420g,,約13.9ｘ8ｘ2.6cm,,,,,20000mAh（5000mAh*4）3.6V/72Wh（TYP）,,,,,,,,USB-C1 入力: 65W Max）5V/3A、9V/3A、12V/3A、15V/3A、20V/3.25A | USB-C1 出力: （100W Max）5V/3A、9V/3A、12V/3A、15V/3A、20V/5A | USB-C2 出力: （30W Max）5V/3A、9V/3A、12V/2.5A | USB-A 出力: （22.5W Max）5V/3A、9V/2A、12V/1.5A、10V/2.25A | PPS超急速充電規格（USB-C1）: 100W: 3.3-21V/5A；65W: 3.3-11V/5A、3.3-21V/3A；45W: 3.3-11V/5A、3.3-21V/2.25A,,
9559839047960,nexode-20w-charege,UGREEN Nexode 20W 急速充電器 ホワイト,,,https://ugreen.jp/products/nexode-20w-charege,小さいのに、超強力。 コンパクトでパワフルな急速充電器。最大20Wの高出力対応によりiPhone 14なら0％から60％まで復活にたった30分。「バッテリー切れでスマホが使えない」なんてときにホントに助かる頼もしいアイテムです。,小さいのに、超強力。 / / コンパクトでパワフルな急速充電器。最大20Wの高出力対応によりiPhone 14なら0％から60％まで復活にたった30分。「バッテリー切れでスマホが使えない」なんてときにホントに助かる頼もしいアイテムです。,https://www.yodobashi.com/product/100000001008816626/,,https://www.rakuten.ne.jp/gold/ugreen-gear/,https://www.yodobashi.com/product/100000001008816626/,https://www.biccamera.com/bc/item/13680021/,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVZD3MU7wC868t4V44GA8s38xmipUWQH0NrS1Al7T7DA9K7zfuV5YahLBgeMuhsRpYVDJc3OI3HVa3c3uEdZHfVk7r2byPUteNv2J7b4troo5O01g0mPJWaYqJJzdhtP0fQRkfv8VEBU3xQeHtsbcPULPRMl6sqCrmG98vqlrS9h2yEcp5K0lXS9nsoosuVvbBuEpiXVJ8FxlIz9HpzhQCxkW6OjtSJKwVZN4lAEK8dYTc4zpMDppKpb1YpQS1rXz7trpCLqZQZqa9zzDBSUh03LXscfQdSyErfbNRJ8egy97e6chMZaIp7M81rivVhxtSDqys4aCszbNl1FWwg64JupMRrhcb6IWSbg6GrMkS8wflUFvI2WGDRtvMhHk1p0BUScO8SNjH16wkrNMa6hHkYhlnhOyyLsJ0rNQGrYmz7lgnhuB2oRymTPu0xsgMtfXH7jo4SCvZNaR9DnZpOZZz72biXkelikWaHeu6kQwHcYGysQIeIfDLMqMKw0tnWhCwDGY3P5sH20lzoWKTxC4a3qSzdq2n6LFbkc60jlugT2iHiUyi6mZrgwIsNeBmL528dVJ1PxllErZy2WJfUU7WRBQMhO2dmq2TdFXHxknS7QncXrYChConIwsH1PbsFtRvNddhjvZwaNU6zXU28RzuQaGJKShjuqNQQCMZSLdSrsWImWnEKOB,【米国プラグ】UGREEN 20W GaN 充電器 PD3.0 ミニ USB C 電話充電器 iPhone 16 15 14 Pro Max Samsung S25 Xiaomi タブレット iPad Air用,medium,55,cat:charger | W:20,15328,約40.4g,約32×32×36mm,,,,,USB-C*1,,,,,,,,,,,
9407307546904,nexode-45-gan-charger,UGREEN Nexode 300W GaN デスクトップ急速充電器,,,https://ugreen.jp/products/nexode-45-gan-charger,300W の‟超”充電! 想定超えのパワー、5ポート搭載、スマートデザインの充電器は、マルチデバイス時代のマストアイテム。,「最強」にして「最適」。300W の‟超”充電! / / 想定超えのパワー、5ポート搭載、スマートデザインの充電器は、マルチデバイス時代のマストアイテム。,https://www.amazon.co.jp/dp/B0CTC7KYZF,https://amzn.to/4vjVDC6,https://item.rakuten.co.jp/ugreen-gear/15853/,https://www.yodobashi.com/product/100000001008292044/,https://www.biccamera.com/bc/item/12665669/,,,low,,,15853,1.29 kg,,6.6 x 12.7 x 10.7 cm,,Windows PC/iPad/iPhone/Galaxy/Android,5,,,,,,,,,,付属品: 240Ｗ USB-Cケーブル・1.5m 電源ケーブル付,,
9811587629336,ugreen-nexode-65w-急速-充電器-4ポート,UGREEN Nexode 65W 急速 充電器 4ポート,,,https://ugreen.jp/products/ugreen-nexode-65w-急速-充電器-4ポート,コンパクトなのに、これ一つで全対応。 Nexode Cシリーズは、65W出力ながら4ポート搭載し、PC・スマホからイヤホンまで全デバイスに対応。PD3.0/QC4+対応でMacBook Proは約1.8時間で満充電。進化型GaN Infinity技術により小型・低発熱・高効率を実現、持ち運びにも最適。,コンパクトなのに、これ一つで全対応。 / / Nexode Cシリーズは、65W出力ながら4ポート搭載し、PC・スマホからイヤホンまで全デバイスに対応。PD3.0/QC4+対応でMacBook Proは約1.8時間で満充電。進化型GaN Infinity技術により小型・低発熱・高効率を実現、持ち運びにも最適。,https://www.amazon.co.jp/dp/B0CYZ52VPX,https://amzn.to/431RBSK,https://www.rakuten.ne.jp/gold/ugreen-gear/,,,https://s.click.aliexpress.com/s/pyFri10M6ltAv61YZY9TfrxiDaaFXRreuZWJMeLtD8jig1wPxn51K2eq59ds8iT5Wl5L3w5KJyrl7SjOO3B0oJ0Xjwnc7n8AQA7gf5qnT4sCyU05LNms9JvyWQNFHNKtzBcoBpSguMg3UBR1FOODkmGTloXosMhqhnKgzzuJPYPxewVvzupiAiKSJA5SK0iQRxmaQ7UPG0AP2HC7uLitVpvXIfjMl7RnsnN7B8FrGfP9TWP7emQeaXV90Bp9fLEiLeKHsRf9R2jgKD32Axm5na4bRJdkhGVyv3GcDgMjmYrrZWinWctR9gnPwA4mq6daKxBvvb9ApAB7TcjyKtLd706F12NCGCJjcJFH1hbrA22n79uDRCph8izcJkAyxiFH7nOPmrVmirprcQPXIxEXbdlu368KrRabUUCYT5cw57GvR3OXvShJqW7YleYx8LHUXUd6jucXswtPxLkRa6hCGsTkwMoXbbxW06oNbGM98gliau711S6RnYLC5tAemoqfrL5RkRGHtcX1X8j8DnhI2mJ1dYwdeZ4uT0v9b70OmN7kDTE6GJzYbbnw0DBoxDuRontIxWicAI8HQkE1PcOM38fUh1d1ZYgHplDFh1g6ssDDn68e06vsc1AP2UBRfodQEyPF7stTGL39hOO4lG9mep2kb7uodOprarBMu5pDBo0beS8ozcCIrbuHWHsZKEd0DH7XQ4S9Tc95zR7gF7d5DZRxlnKavRfL6xlushPiVQiYxHtTExmeJnDei4tsAU31LQAq0riwSkY6Ak0h8k52UCCLQSUrqxEmLryHYnwmbt5dUSbtmZk8SjjczgF0PS0H8uduApsP4elMH7KIdQjkcMbB7ZaT8aEu7oETUmT2vY6MZnvK8NnjKKxWwyojU8nwhXr8ztmutX5UTjxmmDLgb0hbNaJuQKycre8Zt4f1jNaB0c50o7JeNawo8Qids0AChwTyV4fhwRF79ze9cAeYVmwlYv48OxAc95ib9vSXYE3vd2oakhY5Nl03oPmjcD82QjqEDsSp,UGREEN 65W GaN充電器 デスクトップ充電ステーション USB C電源タップ 急速充電器 ノートパソコン Macbook iPhone 17 16 Android携帯対応,medium,55,cat:charger | W:65,35530,,3.9 x 4.2 x 6.7 cm,,,,,,,,,,,1240 ボルト,,,電池容量: 10000 ミリアンペア時間 | USBポート数: 4（USB-C×3+USB-A×1） | 電流: 1.8 アンペア | 出力電圧: 20 ボルト,,
10262594617624,ugreen-nexode-air-45w-charger,UGREEN Nexode Air 45W急速充電器,,,https://ugreen.jp/products/ugreen-nexode-air-45w-charger,,,https://www.amazon.co.jp/dp/B0G64K1H7N,https://amzn.to/4vkzd3y,https://item.rakuten.co.jp/ugreen-gear/95536/,,,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVYQz7XwwBzhOfD0ksoC451vjfQC1Dl0KIKuEUThGFmmgKnzQ3FCVQueu1s9bgJhnq21KP3dzTuVUoKGUnvzLOrC9M2pbN1pss3suUmWzNAprJM2FEXKZbIfuUBq42ws4oWnXs1pamBOyLabdUHOsKIx1Rud5hGemO5VWggAdmhFn3fdccOzmwGNydSBavI559KufqwNIX9z7vs25FZiPiuFAiUTeKtDCFmgxXOVa6GQXNBQeQiJx7teecm7aXez1PE2jZYtGS32QCQTs2vbW1LyFUCxVJDmoxk8cYFirn6xFc0vxzL4GzDkY4UBpa9demQvcfYy8bQd1uXfERw5BwYnApIvlX9v7piLZMh2NoqVJ2ywOI8vjpsKDQNhPNFFHmRsth01IIl4NZQq8OnnTc4zqNnpamW7WE6j08Qok5Dhu79NdJBd4IjkE1Pc4vaR2BfhyVIGFpb9N1zgez6uVLgQZi5o3shPAVW91XpIG0acvX6EzA89fSph3dAf9ivF67ycdqCwk0hDUANJyCvbnjKTRhjbLlYM9LJ1q1eah1YzXkoB0hYD8VhrgmsnU5M80E9oeRynHfjVnf9sh09tutOODu3TfEsPKutjp9Nb9jOuWDRVsmSsGl7sVMrfFNNB8cPeVXjz68BegR2cRJ6afoSqSQKSvRr6yDnTdgyUWmFkptqT47bKj,"IPhone 15, 14 pro,Samsung s24,s23,ガン,45w,pd,qc UGREEN-USB,usプラグ用の急速充電器3.0",medium,55,cat:charger | W:45,,,,,,,,,,,,,,,,,,,
10262606807320,nexode-air-45w-charger-slim,UGREEN Nexode Air 45W急速充電器Slim,,,https://ugreen.jp/products/nexode-air-45w-charger-slim,,,https://www.amazon.co.jp/dp/B0G64NF1FQ,https://amzn.to/4eenFZP,https://www.rakuten.ne.jp/gold/ugreen-gear/,,,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVYQz7XwwBzhOfD0ksoC451vjfQC1Dl0KIKuEUThGFmmgKnzQ3FCVQueu1s9bgJhnq21KP3dzTuVUoKGUnvzLOrC9M2pbN1pss3suUmWzNAprJM2FEXKZbIfuUBq42ws4oWnXs1pamBOyLabdUHOsKIx1Rud5hGemO5VWggAdmhFn3fdccOzmwGNydSBavI559KufqwNIX9z7vs25FZiPiuFAiUTeKtDCFmgxXOVa6GQXNBQeQiJx7teecm7aXez1PE2jZYtGS32QCQTs2vbW1LyFUCxVJDmoxk8cYFirn6xFc0vxzL4GzDkY4UBpa9demQvcfYy8bQd1uXfERw5BwYnApIvlX9v7piLZMh2NoqVJ2ywOI8vjpsKDQNhPNFFHmRsth01IIl4NZQq8OnnTc4zqNnpamW7WE6j08Qok5Dhu79NdJBd4IjkE1Pc4vaR2BfhyVIGFpb9N1zgez6uVLgQZi5o3shPAVW91XpIG0acvX6EzA89fSph3dAf9ivF67ycdqCwk0hDUANJyCvbnjKTRhjbLlYM9LJ1q1eah1YzXkoB0hYD8VhrgmsnU5M80E9oeRynHfjVnf9sh09tutOODu3TfEsPKutjp9Nb9jOuWDRVsmSsGl7sVMrfFNNB8cPeVXjz68BegR2cRJ6afoSqSQKSvRr6yDnTdgyUWmFkptqT47bKj,"IPhone 15, 14 pro,Samsung s24,s23,ガン,45w,pd,qc UGREEN-USB,usプラグ用の急速充電器3.0",medium,55,cat:charger | W:45,,,,,,,,,,,,,,,,,,,
10262605889816,nexode-air-65w-charger,UGREEN Nexode Air 65W急速充電器,,,https://ugreen.jp/products/nexode-air-65w-charger,,,https://www.amazon.co.jp/dp/B0GDCPBYHF,https://amzn.to/3PBtC9X,https://item.rakuten.co.jp/ugreen-gear/75813/?variantId=75813,,,https://s.click.aliexpress.com/s/pyFri10M6ltAv61YZY9TfrxiDaaFXRreuZWJMeLtD8jig1wPxn51K2eq59ds8iT5Wl5L3w5KJyrl7SjOO3B0oJ0Xjwnc7n8AQA7gf5qnT4sCyU05LNms9JvyWQNFHNKtzBcoBpSguMg3UBR1FOODkmGTloXosMhqhnKgzzuJPYPxewVvzupiAiKSJA5SK0iQRxmaQ7UPG0AP2HC7uLitVpvXIfjMl7RnsnN7B8FrGfP9TWP7emQeaXV90Bp9fLEiLeKHsRf9R2jgKD32Axm5na4bRJdkhGVyv3GcDgMjmYrrZWinWctR9gnPwA4mq6daKxBvvb9ApAB7TcjyKtLd706F12NCGCJjcJFH1hbrA22n79uDRCph8izcJkAyxiFH7nOPmrVmirprcQPXIxEXbdlu368KrRabUUCYT5cw57GvR3OXvShJqW7YleYx8LHUXUd6jucXswtPxLkRa6hCGsTkwMoXbbxW06oNbGM98gliau711S6RnYLC5tAemoqfrL5RkRGHtcX1X8j8DnhI2mJ1dYwdeZ4uT0v9b70OmN7kDTE6GJzYbbnw0DBoxDuRontIxWicAI8HQkE1PcOM38fUh1d1ZYgHplDFh1g6ssDDn68e06vsc1AP2UBRfodQEyPF7stTGL39hOO4lG9mep2kb7uodOprarBMu5pDBo0beS8ozcCIrbuHWHsZKEd0DH7XQ4S9Tc95zR7gF7d5DZRxlnKavRfL6xlushPiVQiYxHtTExmeJnDei4tsAU31LQAq0riwSkY6Ak0h8k52UCCLQSUrqxEmLryHYnwmbt5dUSbtmZk8SjjczgF0PS0H8uduApsP4elMH7KIdQjkcMbB7ZaT8aEu7oETUmT2vY6MZnvK8NnjKKxWwyojU8nwhXr8ztmutX5UTjxmmDLgb0hbNaJuQKycre8Zt4f1jNaB0c50o7JeNawo8Qids0AChwTyV4fhwRF79ze9cAeYVmwlYv48OxAc95ib9vSXYE3vd2oakhY5Nl03oPmjcD82QjqEDsSp,UGREEN 65W GaN充電器 デスクトップ充電ステーション USB C電源タップ 急速充電器 ノートパソコン Macbook iPhone 17 16 Android携帯対応,medium,55,cat:charger | W:65,,,,,,,,,,,,,,,,,,,
10262606938392,nexode-air-65w-charger-slim,UGREEN Nexode Air 65W急速充電器Slim,,,https://ugreen.jp/products/nexode-air-65w-charger-slim,,,https://www.amazon.co.jp/dp/B0G7HPMG6C,https://amzn.to/4viTiHk,https://www.rakuten.ne.jp/gold/ugreen-gear/,,,https://s.click.aliexpress.com/s/pyFri10M6ltAv61YZY9TfrxiDaaFXRreuZWJMeLtD8jig1wPxn51K2eq59ds8iT5Wl5L3w5KJyrl7SjOO3B0oJ0Xjwnc7n8AQA7gf5qnT4sCyU05LNms9JvyWQNFHNKtzBcoBpSguMg3UBR1FOODkmGTloXosMhqhnKgzzuJPYPxewVvzupiAiKSJA5SK0iQRxmaQ7UPG0AP2HC7uLitVpvXIfjMl7RnsnN7B8FrGfP9TWP7emQeaXV90Bp9fLEiLeKHsRf9R2jgKD32Axm5na4bRJdkhGVyv3GcDgMjmYrrZWinWctR9gnPwA4mq6daKxBvvb9ApAB7TcjyKtLd706F12NCGCJjcJFH1hbrA22n79uDRCph8izcJkAyxiFH7nOPmrVmirprcQPXIxEXbdlu368KrRabUUCYT5cw57GvR3OXvShJqW7YleYx8LHUXUd6jucXswtPxLkRa6hCGsTkwMoXbbxW06oNbGM98gliau711S6RnYLC5tAemoqfrL5RkRGHtcX1X8j8DnhI2mJ1dYwdeZ4uT0v9b70OmN7kDTE6GJzYbbnw0DBoxDuRontIxWicAI8HQkE1PcOM38fUh1d1ZYgHplDFh1g6ssDDn68e06vsc1AP2UBRfodQEyPF7stTGL39hOO4lG9mep2kb7uodOprarBMu5pDBo0beS8ozcCIrbuHWHsZKEd0DH7XQ4S9Tc95zR7gF7d5DZRxlnKavRfL6xlushPiVQiYxHtTExmeJnDei4tsAU31LQAq0riwSkY6Ak0h8k52UCCLQSUrqxEmLryHYnwmbt5dUSbtmZk8SjjczgF0PS0H8uduApsP4elMH7KIdQjkcMbB7ZaT8aEu7oETUmT2vY6MZnvK8NnjKKxWwyojU8nwhXr8ztmutX5UTjxmmDLgb0hbNaJuQKycre8Zt4f1jNaB0c50o7JeNawo8Qids0AChwTyV4fhwRF79ze9cAeYVmwlYv48OxAc95ib9vSXYE3vd2oakhY5Nl03oPmjcD82QjqEDsSp,UGREEN 65W GaN充電器 デスクトップ充電ステーション USB C電源タップ 急速充電器 ノートパソコン Macbook iPhone 17 16 Android携帯対応,medium,55,cat:charger | W:65,,,,,,,,,,,,,,,,,,,
9444001808664,nexode-mini-30w-gan-fast-charger-white,UGREEN Nexode Mini 30W GaN 急速充電器 白,,,https://ugreen.jp/products/nexode-mini-30w-gan-fast-charger-white,NexodeシリーズMiniは感動レベルにコンパクト！きっとポケットに1コ入れておきたくなるはず。USB-CPD3.0対応の最大30Wで、効率的に急速充電。iPhone14Proを約30分で59％まで回復、従来の5W充電器と比べて約3倍のスピードです。,ポッケに、1コ！ / / NexodeシリーズMiniは感動レベルにコンパクト！きっとポケットに1コ入れておきたくなるはず。USB-CPD3.0対応の最大30Wで、効率的に急速充電。iPhone14Proを約30分で59％まで回復、従来の5W充電器と比べて約3倍のスピードです。,https://www.yodobashi.com/product/100000001008134846/,,https://www.rakuten.ne.jp/gold/ugreen-gear/,https://www.yodobashi.com/product/100000001008134846/,https://www.biccamera.com/bc/item/12279895/,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVZer050zatCB1WgjaQs3wqrJL2WULMRLRN23W7GoSIxY41HEqiJ6dX6uYbxMxFlEB9rDKOpPliwUdBdGYRqU1XJcWv5PtFq8PVvfk97QleU709t35fZ5SQalzxyJiCO4HwAuMZfZTRIyMQVsQpliRuJoOTtYRxS0EtwkQrCHAeSLQ7nET0mfU2CVNIIxCkSVvvb8w6dOHhEa77kGXhbiUNSBSt5163nWu0xn8J9zH4wXEiBV8OUcYNeXtyftNQxQPHLMgDmbZFBN25KFllLNB4JH0Sy5jlybZn6DBDYH2n8ZPuvKKTQtIlRDd2DtDnGKf59Frq9wx32Kf0OPBcwqnbKAr7IC1hX1tK6dSfxPKFPVYytGumHn8CXQvGPeern7OsvJvNCjpklmWduowFK3D2ljXd7GUHz3fj44GdsSBar5Lzu2bcqfh5ytoarhNQIpITPr3mjEC0HQ3EKB8xK2m8U7F8Pr6c7wCtPG0QGgxuen7NjmrOIqihZyNHhMO5ANy7Gnu90LcctmvdPpy8oF4vAdy82b6dwL1u8r2KiouxAwG5G2e8LPyJGbuRRMFit1b1ftixYaLSsneWx5Ep1kHj72zPkiFezGNyFNDqT20wfodbELW8Pe76AK3YtOWAeYTghB78sI6jVbTEfSZyPTZ3DPPS3dahiTrufyNiqY5WxOcrDaRRxd,"Ugreen-携帯電話用の急速充電器タイプC,iPhone 15, 14, 13, 15,pd3.0,ipad pro,samsung,xiaomi,ガン30w用の充電器",medium,55,cat:charger | W:30,15333,47.91g,,4 x 3.3 x 3.2 cm,,"タブレット, 携帯電話, ゲーム機, ノートパソコン",1,,,100-240V～50/60Hz 800mA Max,USB-C：5V/3A、9V/3A、12V/2.5A、15V/2A、20V/1.5A、30W Max,,,,,,PPS出力: 3.3-11V/2.7A,,
